date,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,budget,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe
2010-05-01,29,32,0,7,22,33,45,49,46,24,56,57,22,32,26,57,56,48,60,24,4,33,48,39,40,13,20,58,57,47,40,61,37,62,27,13,46,26,32,72,55,51,61,51,33,23,41,8,48,47,21,38,26,30,35,51,6,72,17,43,35,61,23,14,20,62,12,60,42,12,39,64,44,80,17,67,36,68,7,49,58,50,34,60,26,16,59,42,97,62,40,56,42,59,61,44,59,29,22,45,35,16,30,59,16,43,57,69,47,7,6,26,44,30,60,45,47,10,6,65,32,24,13,86,18,35,39,45,29,25,13,61,19,50,44,34,62,33,7,41,42,80,59,25,53,32,36,24,81,61,18,66,89,22,91,40,62,36,26,31,18,51,34,11,19,15,64,36,19,29,42,31,30,42,20,34,69,56,48,34,32,97,19,36,19,41,41,33,54,42,10,20,50,46,80,24,20,78,37,29,6,47,18,34,37,40,65,23,43,24,79,31,50,50,7,44,50,60,49,22,10,28,47,30,25,28,23,48,12,39,38,27,63,32,21,5,69,42,39,48,25,39,24
2010-06-01,24,22,0,5,21,26,43,47,22,17,66,44,20,31,22,51,66,44,62,27,4,23,33,30,30,5,16,59,60,52,42,56,30,54,22,62,44,28,29,60,75,42,61,50,24,22,40,7,45,39,20,39,25,26,40,47,6,64,33,41,37,69,23,12,20,56,33,63,37,10,34,76,39,72,17,63,35,48,8,45,58,41,53,58,24,14,57,39,95,63,72,52,41,49,60,39,67,26,15,47,52,63,27,55,14,32,98,64,40,4,4,67,46,16,59,47,47,10,6,62,42,29,82,66,21,34,36,44,33,45,12,63,77,48,41,32,84,29,6,38,38,83,57,22,43,32,35,24,75,58,17,64,100,18,86,25,56,37,25,35,18,56,30,10,31,17,63,39,35,27,50,30,27,44,18,100,75,57,46,55,32,92,16,29,17,43,38,32,53,42,8,59,51,43,85,74,100,67,31,47,5,63,20,31,32,42,62,28,41,22,75,33,52,67,7,42,51,71,42,18,10,27,40,32,25,32,24,46,11,36,34,63,73,37,15,5,65,36,39,46,20,33,25
2010-07-01,18,27,0,4,22,29,39,45,16,18,55,41,20,29,20,49,55,42,58,27,4,17,27,25,25,7,17,61,63,53,45,57,39,50,20,9,45,27,28,57,60,38,57,53,20,25,40,8,48,36,19,40,27,28,32,45,5,66,23,47,38,70,22,12,17,60,10,59,38,7,40,57,42,74,14,59,34,31,8,44,60,42,30,58,24,15,56,37,90,65,32,45,36,46,59,38,71,26,15,51,51,40,24,40,15,46,53,66,42,3,3,24,42,13,55,48,48,9,5,62,27,22,9,62,18,36,34,49,21,24,14,61,18,49,38,34,50,31,6,39,35,75,52,21,40,33,38,22,76,58,19,64,72,19,71,26,51,40,23,31,19,57,33,11,51,14,61,35,20,27,43,33,24,43,20,83,67,60,41,30,31,83,15,24,16,42,42,30,54,44,7,18,54,40,91,20,20,67,28,28,6,89,20,25,32,42,64,26,42,21,75,32,43,49,7,41,40,58,42,17,9,26,39,31,24,25,21,58,10,34,29,80,60,27,18,7,55,34,40,47,20,33,19
2010-08-01,16,24,51,3,23,29,45,46,16,13,50,43,19,29,22,49,50,44,68,26,4,18,27,27,26,7,15,63,66,50,50,59,29,48,19,8,45,31,27,68,49,41,60,50,18,22,38,7,45,34,19,59,29,30,32,50,5,69,15,37,37,59,23,14,17,61,8,58,42,10,40,62,42,73,15,57,32,26,7,43,56,43,31,51,25,13,56,36,85,64,33,49,37,47,62,42,51,32,15,50,29,16,22,36,16,37,54,69,41,3,3,22,53,12,55,50,48,11,7,59,28,20,7,61,18,36,32,48,27,23,12,59,15,49,35,34,51,32,5,38,40,71,50,22,46,33,39,21,73,60,17,65,73,19,63,27,52,38,22,30,19,56,31,13,16,15,61,35,19,28,43,44,23,43,23,32,68,60,41,26,31,77,18,28,17,42,43,32,56,43,7,17,54,47,91,20,19,57,27,24,6,43,20,33,31,39,63,23,39,21,76,40,45,48,7,42,45,59,43,17,9,27,39,30,23,28,23,43,10,35,28,24,62,30,21,4,51,35,39,43,21,34,20
2010-09-01,26,23,49,5,23,32,44,49,23,17,48,51,20,31,27,48,48,47,69,29,3,22,46,30,27,5,21,61,64,50,45,62,35,49,21,9,46,33,27,68,48,43,54,48,22,20,39,7,44,53,19,41,26,33,33,47,7,70,14,39,33,55,22,13,17,58,9,56,50,11,37,58,41,72,21,57,32,26,5,47,54,39,29,58,26,13,62,39,99,54,36,47,47,52,58,40,49,28,16,48,29,16,26,36,15,38,55,66,46,3,4,25,39,12,53,46,43,10,8,57,29,20,7,60,18,33,38,47,20,21,12,58,14,53,35,30,56,28,6,57,56,79,47,21,46,31,37,20,68,66,18,63,80,21,69,26,58,32,23,31,18,56,30,12,16,17,80,43,20,25,42,32,23,39,21,30,71,55,41,24,30,79,17,28,22,67,39,30,53,43,7,20,47,43,86,20,17,58,29,23,6,43,18,26,27,37,59,27,43,22,67,47,43,54,7,41,52,59,41,19,9,36,39,27,24,26,26,44,10,36,33,25,59,28,16,6,54,36,36,44,21,34,22
2010-10-01,29,28,0,6,21,38,54,45,25,20,48,54,20,31,24,49,48,44,65,26,3,26,52,34,29,12,22,57,61,58,43,62,43,50,21,9,48,32,28,69,45,42,56,48,24,19,39,8,50,38,17,43,32,32,35,50,6,66,15,38,34,45,21,14,18,60,8,53,36,9,33,75,43,66,16,60,32,31,4,49,49,41,28,57,30,14,64,40,88,57,31,48,36,51,56,39,46,26,16,48,27,16,27,34,15,49,49,66,46,4,4,23,56,12,51,49,52,9,6,56,28,18,6,57,18,36,38,47,28,23,12,60,16,58,36,31,51,29,5,35,37,85,49,21,47,32,41,19,65,60,18,60,68,16,67,21,58,38,23,29,20,51,38,10,15,14,70,42,20,24,47,31,27,39,29,31,67,54,40,24,32,77,17,27,17,43,36,31,50,39,7,29,46,46,87,18,15,77,30,22,8,36,18,26,28,45,58,25,41,25,70,38,42,41,7,43,43,60,41,16,9,25,38,25,26,28,28,49,10,36,33,26,57,28,17,5,58,38,34,44,34,35,23
2010-11-01,36,32,90,7,20,39,54,46,27,22,47,54,21,30,24,52,47,42,66,19,3,28,57,36,29,10,22,56,62,60,42,64,41,53,19,9,46,38,26,63,45,40,56,49,21,20,39,7,48,35,17,41,26,27,32,45,5,69,16,38,36,44,24,22,18,85,9,55,36,9,36,55,44,63,17,59,34,46,4,51,43,38,28,59,26,12,56,38,82,64,32,48,34,54,58,40,47,28,16,47,27,15,28,32,15,41,44,67,46,5,4,21,39,13,51,46,50,9,6,62,27,17,8,57,17,38,37,48,30,38,11,56,15,57,36,30,48,32,6,38,35,77,48,24,48,30,35,20,60,60,18,57,67,14,78,24,57,26,22,28,23,52,34,10,15,16,77,37,19,25,49,29,24,37,24,29,66,55,40,24,31,78,18,30,20,39,41,29,53,43,8,15,44,45,87,18,14,67,35,24,8,34,19,24,34,44,75,25,48,25,76,34,42,41,7,42,46,62,42,15,9,28,36,22,81,31,23,46,10,35,33,25,59,27,14,5,59,42,40,45,32,34,23
2010-12-01,33,20,45,5,23,34,51,41,24,17,45,45,20,34,19,42,45,36,58,29,3,23,42,30,24,10,20,49,54,59,43,53,33,52,20,9,43,37,23,49,39,36,50,47,19,20,37,9,43,47,17,40,24,26,26,43,5,55,13,36,33,41,21,13,15,60,8,55,34,10,33,47,40,51,15,54,30,31,3,46,40,36,26,58,24,10,51,39,76,61,29,48,37,56,49,38,59,26,15,45,26,14,25,29,14,44,40,61,38,4,3,20,36,13,48,48,53,9,5,54,30,16,26,53,16,42,33,44,38,26,13,61,17,70,33,32,43,28,5,30,32,75,47,22,41,34,33,21,54,57,20,55,58,15,71,22,50,24,22,29,20,46,50,10,13,14,69,33,18,24,43,29,24,36,21,25,61,49,37,20,61,74,19,26,13,36,47,28,52,38,7,14,42,43,83,16,13,71,31,22,9,30,18,26,30,40,60,23,65,27,68,26,46,40,7,39,43,55,41,13,8,23,33,23,37,28,19,38,10,33,31,23,55,25,15,5,48,46,33,38,25,30,21
2011-01-01,29,20,83,10,34,39,50,47,27,16,50,50,22,63,19,50,50,43,70,25,3,26,42,29,27,5,17,60,66,54,52,58,44,51,29,11,46,37,24,59,39,39,62,51,20,28,42,8,57,41,17,48,27,28,29,45,5,65,14,40,37,50,24,14,15,64,8,55,58,11,35,51,42,58,17,59,36,37,5,55,51,37,30,64,27,10,57,68,83,65,30,51,42,51,61,38,47,32,19,50,27,15,27,34,18,52,49,65,47,5,3,22,40,13,53,46,46,10,5,59,28,19,19,64,17,45,34,51,27,23,12,62,14,62,35,35,48,33,6,36,36,75,47,22,46,31,42,22,67,61,20,79,65,16,68,24,54,32,26,31,20,58,45,10,15,14,60,52,19,25,47,32,24,40,20,28,65,58,38,23,43,77,19,29,15,36,40,31,52,45,8,15,55,45,86,18,14,55,33,27,26,37,20,41,39,48,85,27,42,47,76,32,45,43,8,38,51,65,44,17,9,26,36,64,24,30,25,44,10,34,32,25,60,44,17,5,56,40,35,46,30,34,22
2011-02-01,28,29,0,8,21,43,46,46,32,19,69,55,22,69,19,49,69,44,61,26,3,28,48,32,32,8,21,53,61,52,47,59,59,51,28,14,45,35,28,66,44,40,53,49,21,25,100,10,51,38,17,45,28,29,32,48,10,73,15,38,37,47,22,14,16,71,9,52,44,12,35,51,41,70,19,61,35,38,5,52,50,39,31,92,28,12,59,100,88,63,32,55,38,51,59,38,47,33,18,47,27,16,28,34,17,46,53,69,47,4,5,24,37,12,51,46,45,11,5,60,31,20,13,61,17,52,35,56,24,21,12,62,16,56,35,33,52,34,54,39,36,75,47,24,58,30,40,21,75,60,22,65,69,17,74,22,63,27,28,29,20,57,46,10,15,20,63,44,19,24,56,32,24,41,23,29,64,57,38,25,37,76,17,30,15,36,41,33,53,43,8,13,54,47,81,19,14,50,40,23,17,36,20,35,35,49,66,27,43,33,74,31,41,44,9,38,42,60,42,17,9,24,38,38,22,45,28,53,10,35,32,27,58,29,15,5,61,36,40,51,43,37,24
2011-03-01,30,26,0,8,20,39,49,45,32,21,67,55,21,57,21,49,67,45,61,29,4,26,54,34,35,8,25,53,63,52,46,58,45,54,26,11,47,29,30,66,45,43,52,46,23,23,80,8,46,44,17,41,35,32,30,49,7,75,15,38,37,48,26,19,17,63,9,53,38,12,35,63,43,70,17,65,35,33,5,50,50,39,29,67,28,14,61,42,95,58,33,54,45,57,59,36,47,31,15,46,28,19,28,34,16,42,54,71,44,5,4,23,38,12,52,50,47,9,5,64,28,20,17,61,100,44,36,54,30,22,12,61,14,56,34,33,52,36,100,39,35,85,51,23,48,33,37,21,67,59,17,62,71,19,70,23,63,27,25,31,27,57,45,10,17,15,65,40,21,24,49,43,24,44,29,35,73,59,38,24,38,79,19,30,16,37,37,39,52,42,8,14,50,45,86,17,17,49,35,25,12,39,22,26,29,42,60,29,41,26,67,33,39,43,13,44,40,61,48,16,9,31,39,28,21,46,33,49,10,36,33,26,59,27,18,5,58,37,41,47,46,37,27
2011-04-01,27,29,0,7,20,40,46,44,36,21,62,56,20,79,18,55,62,41,60,30,3,23,45,28,36,8,21,51,67,54,46,58,78,56,20,9,47,25,27,61,46,45,49,44,21,21,43,8,47,48,17,39,28,31,27,49,5,67,14,38,37,48,35,13,14,66,8,53,38,11,31,58,41,68,18,59,32,49,5,46,48,41,29,71,26,13,62,36,88,55,30,54,37,57,54,37,46,26,13,47,28,16,26,34,15,46,51,67,44,3,4,21,37,12,52,47,46,8,4,54,27,20,40,57,30,42,35,48,23,21,11,61,14,50,32,33,53,31,33,41,33,71,46,22,45,34,36,21,65,60,17,57,66,15,68,28,56,28,25,29,19,53,29,10,16,12,60,38,27,24,40,32,24,41,22,31,79,54,37,24,36,69,19,31,15,37,36,31,47,41,7,14,46,46,88,19,14,50,39,21,12,39,20,24,26,39,54,28,42,25,73,44,39,42,14,41,45,58,42,15,8,26,36,27,26,29,29,48,10,38,33,26,57,27,14,6,55,35,37,41,33,35,22
2011-05-01,27,24,0,6,19,37,41,45,37,20,55,54,19,31,18,49,55,42,57,24,3,25,47,31,40,8,20,49,59,52,41,57,37,54,24,9,47,23,27,62,47,46,52,46,100,21,40,8,44,47,18,39,25,37,30,50,7,72,14,39,35,51,22,14,14,64,8,53,40,8,30,57,40,74,19,60,34,37,6,46,53,41,32,61,24,15,69,37,90,52,29,54,44,53,58,43,47,25,12,44,29,15,26,42,14,30,51,70,45,3,5,23,39,24,54,46,46,8,5,61,33,21,10,57,22,43,36,51,31,21,11,60,15,50,38,32,52,30,21,39,35,72,50,21,46,32,39,20,72,55,18,57,70,17,78,39,65,32,24,28,18,55,41,11,15,14,60,35,21,27,41,40,26,41,23,34,75,57,41,24,35,73,18,33,18,47,33,33,53,54,7,16,100,42,90,22,17,50,35,23,12,47,18,19,25,43,57,30,41,25,67,36,44,45,12,42,44,66,43,15,8,28,36,26,24,28,37,55,10,40,33,26,59,30,16,6,63,38,38,44,32,34,23
2011-06-01,19,36,0,4,19,33,38,45,20,14,53,48,17,29,16,49,53,41,60,25,4,20,35,26,29,3,16,52,64,51,42,63,34,47,27,9,53,26,27,57,51,44,48,45,26,22,42,8,45,48,18,38,25,31,27,53,7,68,14,37,37,62,24,15,14,62,8,53,43,8,32,65,40,71,21,63,36,41,7,47,53,42,30,69,22,12,64,34,98,56,28,68,54,55,58,35,49,25,13,46,30,16,21,47,16,39,55,69,44,2,4,28,36,14,52,49,44,8,4,55,25,21,7,59,21,43,35,50,23,23,10,61,13,50,36,32,54,26,16,40,36,77,56,21,46,33,36,20,75,56,16,58,76,16,67,34,61,36,23,28,19,53,70,11,16,13,62,31,24,26,42,31,24,48,22,35,82,63,39,24,35,71,17,28,16,43,37,34,48,42,8,16,53,37,91,17,16,46,29,21,15,42,21,23,24,38,55,28,41,25,66,32,42,52,12,41,44,64,43,15,8,28,38,25,23,29,26,45,11,34,28,26,62,31,16,5,64,34,35,42,35,36,23
2011-07-01,23,23,41,4,24,32,35,42,13,11,55,44,18,32,16,100,55,38,56,35,4,15,31,23,24,5,17,52,65,53,50,60,45,44,20,8,84,27,27,55,61,44,52,48,22,23,39,9,47,41,17,41,29,31,25,67,5,63,17,42,36,66,20,15,14,63,8,50,43,9,37,63,40,81,18,55,39,96,7,44,64,45,29,60,25,13,66,32,95,55,32,57,40,50,64,35,66,24,13,47,28,16,19,39,15,37,58,75,52,2,4,23,38,13,56,52,48,7,4,55,25,21,6,57,22,39,35,50,23,25,12,69,15,52,39,33,53,28,13,35,37,73,49,21,57,38,38,20,75,54,17,63,68,16,61,76,58,37,23,40,22,56,36,12,15,13,61,32,24,100,41,33,23,45,22,69,91,68,39,25,36,68,16,24,21,42,41,33,49,42,7,17,55,38,92,16,16,46,61,23,100,40,21,26,26,38,59,23,41,50,71,31,45,46,9,42,46,58,46,16,8,28,39,25,23,93,21,45,10,34,27,51,66,33,13,5,67,33,36,41,22,35,24
2011-08-01,24,23,0,3,22,31,40,42,14,13,50,52,25,31,38,84,50,40,66,38,3,17,29,22,23,4,15,55,69,55,48,66,62,45,18,8,56,27,28,64,53,46,53,46,20,26,37,8,53,36,19,39,25,31,30,53,5,73,15,35,37,54,20,15,14,64,8,50,52,10,40,61,41,81,19,50,36,100,6,45,54,46,28,52,26,13,61,33,96,57,36,58,41,54,63,36,45,23,13,49,27,17,18,33,17,38,58,70,50,3,4,24,37,12,53,53,48,8,4,54,27,20,6,56,19,40,32,50,22,25,11,56,13,49,32,32,48,28,30,38,43,66,49,21,46,33,40,21,67,57,14,62,69,18,62,29,61,36,23,28,22,59,46,12,14,13,64,34,24,33,40,34,23,43,24,36,75,66,38,25,35,64,16,22,18,47,37,35,51,40,7,14,90,38,92,16,16,52,89,25,27,37,21,32,25,42,56,31,42,24,69,40,39,45,12,43,52,61,45,16,8,29,41,25,23,34,47,43,10,34,29,28,62,30,19,5,57,33,39,38,19,38,27
2011-09-01,34,27,37,4,20,36,45,45,19,17,45,55,18,31,28,65,45,43,67,33,4,22,49,28,26,7,18,50,61,52,45,62,30,54,19,8,52,27,86,67,51,50,49,45,23,18,44,8,41,37,17,37,26,34,35,55,5,67,15,36,34,56,27,14,15,60,8,47,46,8,34,61,41,71,22,55,35,60,5,43,51,49,27,58,27,12,62,36,98,50,36,56,38,55,64,37,45,25,13,51,27,19,24,38,14,33,62,71,45,3,4,23,36,12,51,50,50,9,4,55,30,20,6,56,20,38,37,53,26,24,13,60,14,51,35,32,53,29,21,55,54,71,77,22,47,32,36,19,63,56,17,59,71,16,63,28,58,38,22,30,22,86,40,14,15,14,67,50,24,26,44,35,22,40,23,34,73,66,46,22,37,69,19,25,32,69,36,34,51,38,7,19,50,39,88,18,17,46,55,23,28,37,20,26,23,43,52,100,43,26,62,41,39,44,9,40,47,63,44,17,8,100,41,24,22,34,38,44,10,34,31,26,59,31,14,5,55,33,39,45,24,54,28
2011-10-01,30,25,0,5,21,39,49,43,24,20,45,55,20,31,27,57,45,42,61,50,3,23,56,30,26,12,21,48,63,61,45,62,45,53,20,8,55,30,32,63,46,57,47,46,23,18,41,9,43,43,17,39,27,73,29,61,7,70,15,36,36,42,22,16,15,66,9,47,48,14,33,58,45,68,20,59,33,54,4,49,45,47,30,57,24,10,64,37,96,53,35,56,42,54,55,36,43,26,14,48,27,18,25,36,15,38,53,72,44,3,5,23,36,13,51,49,51,9,4,51,27,19,6,54,18,39,40,52,28,27,12,61,15,57,33,31,52,48,27,44,33,74,52,21,51,34,33,20,61,53,18,56,67,16,61,25,58,39,23,31,23,56,36,11,15,15,66,40,24,25,47,35,22,42,28,43,75,59,47,21,38,67,17,28,17,40,40,37,48,37,7,15,44,42,86,21,13,53,58,22,24,35,19,24,21,38,54,36,44,25,65,37,38,41,9,43,50,62,52,17,8,59,39,27,30,35,43,51,10,35,31,28,59,32,13,5,58,35,42,56,26,42,26
2011-11-01,32,26,70,7,21,40,50,43,25,22,44,55,19,29,25,61,44,41,63,43,3,27,54,33,26,12,23,47,60,60,41,63,47,51,18,8,51,31,29,63,38,45,45,47,23,19,42,8,48,38,17,38,29,39,31,56,11,70,14,36,37,40,22,16,16,67,8,47,44,11,31,56,43,62,16,76,32,81,4,45,39,46,29,56,28,12,60,37,82,56,29,61,50,54,51,36,38,37,16,45,29,17,26,35,14,48,47,68,55,3,5,22,37,13,49,49,53,13,4,49,29,17,6,53,16,43,40,51,26,25,11,61,15,61,34,32,59,38,14,40,33,69,49,21,50,33,36,20,57,55,16,58,64,15,62,23,61,27,23,31,27,57,36,12,15,12,68,38,23,25,47,35,21,40,28,35,68,61,49,20,38,65,18,29,17,36,38,32,46,37,8,16,45,44,87,16,13,52,48,21,25,35,21,23,25,44,64,29,48,24,65,39,41,41,12,41,50,63,45,15,9,25,36,23,84,35,26,45,13,35,30,25,57,32,12,5,53,41,33,42,23,42,26
2011-12-01,25,23,35,5,25,41,50,38,23,17,42,47,18,31,21,51,42,34,56,28,3,21,40,27,23,12,17,42,55,51,41,58,37,50,17,8,46,33,26,47,30,44,43,46,21,20,40,10,44,37,17,39,23,32,34,40,4,53,14,31,33,36,20,16,15,65,7,46,50,9,31,50,40,45,16,82,28,41,3,43,36,48,26,59,23,9,49,35,71,51,25,64,32,53,46,37,39,28,16,42,34,15,24,26,13,37,40,68,49,2,3,18,35,13,48,51,48,13,5,42,26,15,5,53,17,55,40,42,25,33,10,61,16,54,30,31,42,32,9,34,31,65,45,24,43,33,34,20,52,56,14,55,54,14,62,22,53,25,30,26,26,54,32,12,14,12,49,33,21,27,46,34,20,36,25,27,58,59,44,16,37,63,19,25,24,34,38,32,45,37,7,12,46,41,84,15,13,52,38,18,23,28,20,26,22,43,53,30,69,24,56,30,39,40,11,40,41,60,41,12,9,21,32,24,37,29,27,40,10,32,28,21,56,30,12,5,40,33,27,39,22,34,22
2012-01-01,23,23,32,5,20,45,57,44,27,21,46,48,19,67,18,56,46,41,62,38,3,23,44,25,26,10,17,52,66,52,49,63,58,51,18,8,45,34,31,57,31,48,52,53,23,26,41,9,55,41,17,48,25,34,40,39,5,73,14,36,35,46,27,18,15,69,7,48,64,10,36,46,39,49,16,62,33,40,5,52,49,50,30,62,31,11,55,35,74,60,31,60,40,57,60,41,40,59,19,48,36,18,27,32,18,49,48,79,46,3,4,20,40,13,49,50,49,16,4,50,27,21,10,62,17,48,37,51,27,28,10,62,14,60,32,35,56,32,8,36,33,71,55,24,48,31,44,22,63,56,17,67,59,18,63,22,58,25,29,32,26,58,28,11,15,13,56,48,30,28,49,33,20,41,25,24,54,61,40,19,43,68,18,28,18,36,43,32,51,42,9,16,52,41,83,17,13,48,43,22,29,36,22,27,29,51,77,30,43,27,64,35,41,45,10,41,46,65,45,16,8,26,37,28,23,34,21,42,10,37,32,21,57,29,12,5,48,34,34,44,22,44,24
2012-02-01,25,29,0,6,24,48,53,43,32,25,48,54,21,68,18,54,48,41,57,28,3,25,52,28,29,12,22,50,63,50,46,65,42,51,24,8,44,32,29,64,33,47,49,47,27,24,44,9,48,37,16,48,25,32,35,41,8,70,15,37,38,43,24,16,16,65,8,44,56,12,37,42,40,58,19,60,31,41,5,49,46,47,28,58,28,11,51,36,81,52,34,54,37,52,52,39,43,42,16,46,35,21,27,38,16,47,52,74,46,3,5,25,38,12,47,50,49,18,4,51,30,19,17,59,16,52,37,52,24,26,12,63,14,61,34,34,56,36,7,36,32,71,48,22,48,32,52,25,61,55,16,68,59,14,62,22,56,25,25,31,26,57,29,11,16,12,58,35,25,26,49,35,24,42,26,25,52,64,41,19,41,69,19,29,18,38,47,35,51,40,9,13,62,41,88,17,14,49,41,23,26,35,26,27,25,46,67,35,44,26,65,35,41,45,23,41,49,62,43,15,9,29,38,26,21,33,24,45,10,36,30,22,55,33,16,5,45,37,38,51,24,85,26
2012-03-01,26,28,0,6,24,44,48,42,30,24,74,52,19,53,18,47,74,42,56,38,3,24,51,30,34,9,21,48,61,48,44,61,37,51,28,8,43,26,31,65,35,50,45,44,28,23,42,13,46,39,17,44,24,33,40,43,5,66,14,35,41,44,24,16,14,67,8,45,46,13,29,51,41,56,14,67,30,33,5,48,48,46,27,60,26,13,51,32,94,50,28,58,38,55,54,51,38,27,15,45,29,18,27,32,16,37,50,69,45,3,4,23,36,12,48,50,48,14,4,54,30,19,6,58,17,49,45,52,69,30,10,64,14,53,32,33,55,32,7,35,32,69,46,21,50,33,38,30,62,61,33,61,65,18,63,23,57,25,26,34,27,57,35,11,16,12,61,36,25,34,48,38,22,44,24,29,57,62,40,20,39,63,21,31,19,34,45,34,50,39,8,13,55,44,86,16,13,48,38,22,27,36,26,23,22,42,63,26,44,29,62,34,48,47,16,47,56,60,42,17,8,36,37,24,21,32,25,98,10,37,30,21,55,31,14,6,47,37,34,45,32,40,25
2012-04-01,30,30,0,6,23,41,44,42,34,24,49,53,19,70,20,47,49,39,55,48,3,19,49,28,35,9,22,45,60,46,43,60,33,49,27,8,45,22,29,60,35,48,44,42,25,21,67,8,43,37,17,39,25,41,88,42,5,74,14,35,43,43,22,21,14,66,7,43,44,14,32,51,42,57,15,55,28,43,5,45,47,47,28,57,24,12,52,32,80,56,26,63,38,52,57,46,41,24,12,45,29,17,27,34,15,40,46,77,45,2,4,21,36,11,51,46,53,11,3,50,29,19,5,54,17,48,38,48,28,35,10,61,15,52,33,32,56,32,6,35,33,72,51,23,78,34,41,31,66,60,21,58,57,14,56,27,61,27,25,34,28,55,30,11,16,11,56,37,24,34,47,32,22,41,23,28,54,57,38,20,44,61,19,29,17,39,38,35,48,40,8,13,52,43,86,16,13,44,35,21,36,40,20,17,19,42,56,35,42,34,63,34,47,44,11,44,48,65,41,14,8,22,34,25,25,30,21,48,11,35,30,19,55,32,13,6,42,37,32,41,43,39,25
2012-05-01,24,26,31,5,20,37,40,44,37,23,52,54,21,30,18,48,52,42,55,47,3,20,48,27,38,8,17,46,59,45,41,59,42,50,29,8,48,21,34,61,36,52,45,44,71,21,42,8,41,40,17,39,25,34,47,46,8,64,16,38,35,55,21,17,15,67,8,42,47,14,30,52,41,60,15,54,29,41,6,43,53,54,31,49,25,14,55,34,82,52,31,61,43,54,54,43,42,25,12,43,31,17,29,47,15,40,50,73,47,3,5,22,36,13,51,47,52,10,3,49,28,23,6,56,17,45,40,52,31,29,10,66,14,52,39,35,71,31,6,35,39,74,63,29,56,33,36,24,67,54,21,56,62,18,68,39,61,32,24,32,28,51,30,14,17,11,62,40,28,35,44,30,23,42,24,28,57,60,43,21,40,68,21,29,17,42,36,36,49,39,7,17,49,43,86,22,14,48,33,22,27,43,19,19,22,38,57,24,43,31,59,41,54,48,12,43,47,68,40,15,8,23,36,25,23,33,22,47,14,35,30,21,55,32,14,7,50,38,34,41,42,40,25
2012-06-01,16,22,32,3,22,34,39,43,17,18,50,46,18,29,15,44,50,37,58,38,4,15,33,21,27,7,18,54,64,49,42,57,24,43,20,8,45,22,33,57,38,49,45,42,24,21,40,8,40,37,19,39,28,31,33,46,7,64,17,36,34,55,21,18,14,63,7,43,45,13,32,52,40,58,15,53,29,41,13,41,53,81,51,59,22,11,59,34,95,52,50,52,43,52,70,36,51,25,13,42,46,18,27,63,15,36,51,68,66,2,4,23,36,13,51,48,49,9,3,58,26,35,7,56,16,47,38,51,23,28,10,67,15,49,34,35,75,30,6,37,35,72,49,78,58,33,37,24,68,51,16,54,59,16,58,24,59,32,23,31,37,57,31,12,25,11,58,36,31,29,46,33,23,46,24,37,60,64,72,51,39,60,24,29,18,36,39,38,48,38,7,13,46,38,90,16,15,42,31,21,24,70,21,21,19,39,53,28,42,31,61,33,70,45,17,42,44,66,45,15,8,24,37,27,24,33,19,46,36,33,25,24,58,33,15,6,49,31,35,41,28,44,25
