date_time,date_time,year,month,month_year,term_year_bush,SP 500,Approving,Disapproving,Unsure,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district of columbia,florida,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new hampshire,new jersey,new mexico,new york,north carolina,north dakota,ohio,oklahoma,oregon,pennsylvania,rhode island,south carolina,south dakota,tennessee,texas,utah,vermont,virginia,washington,west virginia,wisconsin,wyoming
2015-04-01,2015-04-01,2015,4,2015-04,14,2085.51001,,,,31.0,28.0,4.0,10.0,23.0,32.0,39.0,34.0,37.0,27.0,52.0,24.0,66.0,13.0,41.0,52.0,37.0,49.0,50.0,4.0,15.0,52.0,34.0,37.0,11.0,16.0,49.0,75.0,49.0,46.0,61.0,22.0,49.0,23.0,9.0,41.0,23.0,35.0,62.0,31.0,100.0,42.0,40.0,29.0,21.0,62.0,17.0,48.0,35.0,17.0,38.0,35.0,47.0,31.0,50.0,5.0,62.0,13.0,30.0,52.0,39.0,29.0,15.0,31.0,77.0,9.0,39.0,54.0,15.0,30.0,52.0,39.0,59.0,14.0,58.0,31.0,36.0,6.0,51.0,39.0,83.0,30.0,74.0,23.0,9.0,53.0,30.0,81.0,53.0,24.0,68.0,36.0,68.0,54.0,35.0,33.0,35.0,13.0,44.0,29.0,19.0,23.0,37.0,18.0,33.0,52.0,74.0,49.0,2.0,5.0,24.0,33.0,16.0,52.0,55.0,79.0,12.0,4.0,44.0,26.0,19.0,6.0,56.0,19.0,61.0,40.0,95.0,32.0,38.0,9.0,70.0,16.0,61.0,33.0,35.0,68.0,33.0,6.0,37.0,36.0,69.0,47.0,24.0,65.0,39.0,42.0,32.0,75.0,53.0,18.0,65.0,52.0,20.0,56.0,45.0,55.0,28.0,25.0,32.0,41.0,57.0,37.0,100.0,17.0,11.0,66.0,46.0,36.0,26.0,58.0,42.0,20.0,53.0,39.0,28.0,52.0,65.0,41.0,20.0,48.0,53.0,22.0,31.0,18.0,34.0,55.0,48.0,40.0,39.0,7.0,13.0,47.0,40.0,83.0,15.0,13.0,50.0,32.0,26.0,34.0,34.0,23.0,17.0,15.0,48.0,56.0,36.0,50.0,28.0,71.0,46.0,39.0,43.0,9.0,42.0,47.0,81.0,42.0,14.0,12.0,25.0,34.0,19.0,27.0,36.0,19.0,57.0,17.0,28.0,27.0,20.0,54.0,30.0,13.0,6.0,46.0,39.0,30.0,37.0,100.0,53.0,29.0,53.0,52.0,35.0,61.0,37.0,49.0,14.0,50.0,16.0,44.0,45.0,59.0,40.0,44.0,36.0,53.0,67.0,30.0,52.0,33.0,24.0,46.0,28.0,32.0,47.0,27.0,47.0,31.0,17.0,25.0,37.0,35.0,33.0,45.0,73.0,43.0,46.0,27.0,28.0,51.0,37.0,49.0,53.0,66.0,24.0,26.0,37.0,31.0,47.0,54.0
2015-05-01,2015-05-01,2015,5,2015-05,14,2107.389893,,,,29.0,24.0,4.0,7.0,24.0,31.0,38.0,38.0,36.0,25.0,51.0,22.0,31.0,11.0,37.0,53.0,37.0,50.0,47.0,3.0,15.0,48.0,31.0,41.0,6.0,14.0,42.0,67.0,44.0,40.0,60.0,17.0,49.0,27.0,9.0,42.0,22.0,34.0,65.0,28.0,68.0,42.0,42.0,36.0,21.0,43.0,14.0,42.0,42.0,17.0,36.0,35.0,40.0,34.0,52.0,5.0,59.0,13.0,32.0,39.0,41.0,26.0,19.0,100.0,79.0,9.0,39.0,48.0,17.0,29.0,48.0,38.0,58.0,16.0,56.0,30.0,30.0,6.0,49.0,40.0,97.0,31.0,71.0,23.0,9.0,51.0,30.0,78.0,50.0,25.0,63.0,49.0,61.0,59.0,36.0,33.0,30.0,13.0,43.0,29.0,19.0,23.0,39.0,16.0,33.0,55.0,82.0,80.0,2.0,4.0,24.0,33.0,17.0,52.0,57.0,77.0,9.0,4.0,47.0,25.0,20.0,7.0,53.0,19.0,52.0,40.0,74.0,24.0,38.0,9.0,69.0,14.0,51.0,49.0,34.0,69.0,32.0,4.0,34.0,41.0,71.0,66.0,23.0,66.0,39.0,41.0,30.0,73.0,51.0,16.0,62.0,49.0,18.0,60.0,46.0,65.0,34.0,24.0,29.0,51.0,57.0,40.0,62.0,17.0,11.0,64.0,42.0,32.0,30.0,54.0,43.0,22.0,48.0,47.0,27.0,51.0,65.0,42.0,21.0,49.0,54.0,22.0,29.0,22.0,39.0,46.0,45.0,42.0,38.0,7.0,14.0,43.0,37.0,81.0,16.0,16.0,49.0,29.0,23.0,38.0,37.0,24.0,14.0,15.0,42.0,53.0,32.0,49.0,29.0,84.0,42.0,49.0,44.0,10.0,40.0,45.0,80.0,42.0,14.0,9.0,26.0,36.0,19.0,24.0,43.0,18.0,56.0,16.0,33.0,28.0,20.0,53.0,29.0,12.0,6.0,47.0,39.0,30.0,37.0,46.0,50.0,39.0,52.0,52.0,33.0,63.0,37.0,49.0,14.0,50.0,15.0,42.0,47.0,62.0,37.0,41.0,36.0,54.0,70.0,29.0,53.0,32.0,23.0,46.0,27.0,33.0,47.0,29.0,48.0,30.0,17.0,26.0,36.0,34.0,32.0,47.0,72.0,44.0,46.0,26.0,29.0,42.0,41.0,48.0,60.0,65.0,24.0,26.0,37.0,30.0,32.0,53.0
2015-06-01,2015-06-01,2015,6,2015-06,14,2063.110107,,,,20.0,22.0,0.0,11.0,31.0,30.0,36.0,37.0,21.0,24.0,47.0,23.0,31.0,10.0,43.0,54.0,36.0,55.0,46.0,4.0,13.0,35.0,30.0,29.0,5.0,12.0,49.0,72.0,49.0,46.0,58.0,17.0,44.0,28.0,8.0,72.0,25.0,38.0,59.0,40.0,71.0,42.0,46.0,37.0,22.0,44.0,19.0,44.0,44.0,19.0,37.0,33.0,38.0,37.0,82.0,6.0,65.0,19.0,31.0,41.0,51.0,27.0,33.0,43.0,83.0,11.0,42.0,50.0,14.0,31.0,69.0,40.0,81.0,18.0,60.0,34.0,42.0,8.0,45.0,43.0,86.0,35.0,80.0,26.0,9.0,68.0,27.0,79.0,51.0,27.0,72.0,43.0,59.0,71.0,35.0,37.0,30.0,15.0,46.0,31.0,23.0,19.0,67.0,17.0,33.0,53.0,70.0,64.0,2.0,4.0,27.0,38.0,19.0,54.0,61.0,73.0,8.0,4.0,46.0,24.0,20.0,9.0,71.0,19.0,54.0,40.0,74.0,25.0,39.0,9.0,82.0,17.0,57.0,40.0,36.0,72.0,36.0,4.0,41.0,40.0,76.0,52.0,21.0,68.0,41.0,43.0,31.0,76.0,48.0,16.0,65.0,58.0,17.0,60.0,26.0,53.0,38.0,26.0,30.0,64.0,59.0,40.0,24.0,19.0,11.0,65.0,41.0,34.0,31.0,65.0,41.0,23.0,51.0,36.0,61.0,74.0,71.0,42.0,24.0,49.0,56.0,21.0,26.0,19.0,36.0,51.0,44.0,43.0,34.0,8.0,19.0,51.0,33.0,85.0,15.0,21.0,50.0,27.0,23.0,37.0,36.0,25.0,15.0,14.0,50.0,57.0,36.0,50.0,28.0,78.0,47.0,56.0,47.0,10.0,46.0,45.0,82.0,46.0,15.0,10.0,28.0,40.0,75.0,26.0,41.0,19.0,60.0,16.0,31.0,29.0,33.0,59.0,34.0,13.0,6.0,58.0,35.0,34.0,37.0,33.0,52.0,35.0,53.0,58.0,33.0,66.0,37.0,53.0,15.0,54.0,15.0,45.0,43.0,67.0,39.0,42.0,36.0,53.0,39.0,30.0,57.0,33.0,24.0,49.0,28.0,35.0,47.0,30.0,47.0,32.0,19.0,28.0,39.0,36.0,38.0,48.0,75.0,40.0,49.0,28.0,29.0,61.0,43.0,50.0,57.0,66.0,27.0,27.0,36.0,33.0,35.0,57.0
2015-07-01,2015-07-01,2015,7,2015-07,14,2103.840088,,,,13.0,21.0,0.0,9.0,29.0,32.0,39.0,31.0,14.0,20.0,46.0,25.0,30.0,11.0,48.0,59.0,33.0,47.0,46.0,6.0,10.0,27.0,23.0,23.0,3.0,11.0,48.0,76.0,52.0,48.0,62.0,13.0,41.0,26.0,8.0,48.0,28.0,35.0,56.0,38.0,58.0,44.0,43.0,25.0,22.0,44.0,14.0,47.0,38.0,17.0,38.0,40.0,36.0,32.0,54.0,6.0,61.0,13.0,41.0,38.0,52.0,26.0,16.0,42.0,80.0,9.0,42.0,51.0,11.0,42.0,60.0,39.0,59.0,16.0,55.0,35.0,66.0,8.0,59.0,44.0,84.0,31.0,65.0,24.0,7.0,51.0,29.0,82.0,59.0,26.0,67.0,41.0,67.0,61.0,32.0,47.0,37.0,13.0,45.0,29.0,22.0,19.0,96.0,20.0,32.0,58.0,71.0,64.0,2.0,5.0,30.0,38.0,19.0,55.0,60.0,63.0,13.0,3.0,45.0,24.0,19.0,5.0,77.0,22.0,58.0,41.0,85.0,26.0,35.0,9.0,71.0,16.0,53.0,36.0,36.0,72.0,35.0,4.0,33.0,37.0,71.0,49.0,22.0,65.0,41.0,44.0,27.0,79.0,52.0,16.0,67.0,56.0,54.0,57.0,31.0,51.0,36.0,24.0,30.0,46.0,65.0,42.0,20.0,16.0,10.0,63.0,37.0,33.0,28.0,58.0,43.0,22.0,63.0,50.0,47.0,60.0,75.0,39.0,22.0,45.0,53.0,20.0,23.0,26.0,37.0,50.0,45.0,43.0,38.0,7.0,16.0,50.0,29.0,85.0,14.0,16.0,45.0,26.0,26.0,36.0,36.0,29.0,13.0,14.0,47.0,59.0,31.0,51.0,26.0,74.0,45.0,41.0,45.0,10.0,43.0,51.0,81.0,44.0,28.0,9.0,30.0,48.0,30.0,25.0,41.0,24.0,58.0,15.0,30.0,29.0,20.0,62.0,29.0,14.0,8.0,48.0,33.0,32.0,36.0,28.0,49.0,47.0,55.0,57.0,33.0,63.0,38.0,55.0,15.0,57.0,15.0,46.0,44.0,72.0,39.0,45.0,37.0,55.0,40.0,32.0,63.0,33.0,24.0,49.0,29.0,34.0,48.0,31.0,46.0,33.0,22.0,29.0,40.0,34.0,36.0,47.0,78.0,41.0,55.0,27.0,34.0,50.0,46.0,56.0,55.0,68.0,28.0,27.0,37.0,35.0,38.0,62.0
2015-08-01,2015-08-01,2015,8,2015-08,14,1972.180054,,,,15.0,25.0,4.0,10.0,41.0,34.0,51.0,32.0,13.0,19.0,50.0,29.0,30.0,12.0,38.0,49.0,35.0,52.0,53.0,11.0,11.0,29.0,28.0,23.0,5.0,11.0,49.0,74.0,50.0,46.0,58.0,11.0,44.0,23.0,8.0,41.0,29.0,34.0,65.0,29.0,59.0,44.0,45.0,25.0,21.0,46.0,13.0,48.0,38.0,18.0,37.0,33.0,39.0,48.0,53.0,5.0,63.0,13.0,32.0,41.0,47.0,25.0,15.0,35.0,81.0,9.0,40.0,59.0,13.0,31.0,49.0,46.0,58.0,16.0,57.0,30.0,34.0,7.0,51.0,42.0,85.0,32.0,59.0,47.0,8.0,49.0,29.0,76.0,57.0,27.0,78.0,39.0,59.0,63.0,34.0,33.0,32.0,14.0,46.0,26.0,22.0,17.0,40.0,19.0,32.0,56.0,72.0,55.0,2.0,4.0,23.0,35.0,19.0,55.0,64.0,82.0,11.0,3.0,45.0,25.0,19.0,5.0,58.0,19.0,57.0,39.0,72.0,24.0,40.0,9.0,74.0,15.0,53.0,34.0,37.0,63.0,30.0,4.0,37.0,35.0,64.0,71.0,21.0,69.0,44.0,49.0,28.0,80.0,50.0,18.0,68.0,49.0,16.0,52.0,37.0,50.0,34.0,23.0,31.0,48.0,60.0,39.0,19.0,16.0,12.0,64.0,37.0,32.0,27.0,61.0,48.0,21.0,49.0,46.0,27.0,53.0,72.0,41.0,22.0,47.0,54.0,19.0,24.0,20.0,37.0,52.0,45.0,43.0,35.0,7.0,14.0,52.0,30.0,86.0,15.0,17.0,47.0,25.0,25.0,45.0,35.0,36.0,15.0,14.0,46.0,58.0,33.0,52.0,30.0,73.0,59.0,42.0,44.0,11.0,48.0,49.0,79.0,45.0,15.0,9.0,26.0,37.0,15.0,24.0,35.0,18.0,56.0,15.0,30.0,28.0,20.0,55.0,31.0,13.0,7.0,49.0,33.0,36.0,35.0,30.0,52.0,32.0,61.0,57.0,35.0,65.0,37.0,54.0,16.0,54.0,15.0,46.0,46.0,73.0,39.0,45.0,41.0,55.0,39.0,31.0,65.0,33.0,24.0,52.0,30.0,37.0,48.0,32.0,49.0,31.0,22.0,28.0,41.0,35.0,35.0,51.0,78.0,40.0,53.0,28.0,32.0,47.0,45.0,54.0,56.0,71.0,28.0,35.0,38.0,35.0,37.0,59.0
2015-09-01,2015-09-01,2015,9,2015-09,14,1920.030029,,,,19.0,23.0,4.0,10.0,24.0,36.0,46.0,34.0,19.0,22.0,58.0,26.0,32.0,17.0,40.0,49.0,40.0,61.0,49.0,6.0,14.0,50.0,36.0,26.0,5.0,12.0,48.0,76.0,53.0,45.0,67.0,20.0,50.0,26.0,8.0,43.0,31.0,36.0,70.0,32.0,72.0,44.0,44.0,29.0,19.0,45.0,12.0,42.0,41.0,18.0,37.0,34.0,39.0,39.0,57.0,6.0,65.0,14.0,34.0,40.0,46.0,79.0,14.0,26.0,82.0,9.0,42.0,57.0,17.0,33.0,62.0,41.0,61.0,19.0,62.0,32.0,36.0,6.0,53.0,45.0,86.0,32.0,63.0,32.0,8.0,53.0,32.0,82.0,56.0,37.0,85.0,42.0,61.0,86.0,35.0,33.0,30.0,15.0,53.0,32.0,22.0,24.0,37.0,17.0,33.0,64.0,70.0,56.0,2.0,5.0,25.0,57.0,20.0,57.0,59.0,77.0,11.0,4.0,48.0,27.0,19.0,5.0,57.0,21.0,54.0,46.0,76.0,33.0,35.0,9.0,73.0,16.0,54.0,39.0,36.0,94.0,33.0,4.0,45.0,48.0,72.0,64.0,19.0,67.0,44.0,41.0,27.0,78.0,55.0,20.0,68.0,59.0,17.0,59.0,27.0,50.0,28.0,24.0,31.0,44.0,100.0,48.0,19.0,17.0,12.0,71.0,39.0,31.0,27.0,63.0,41.0,21.0,47.0,40.0,28.0,57.0,71.0,51.0,22.0,46.0,64.0,23.0,26.0,32.0,78.0,72.0,56.0,45.0,35.0,7.0,22.0,48.0,34.0,97.0,17.0,16.0,45.0,29.0,26.0,37.0,37.0,27.0,14.0,12.0,43.0,53.0,34.0,53.0,28.0,70.0,58.0,43.0,47.0,45.0,45.0,63.0,79.0,43.0,22.0,9.0,52.0,44.0,13.0,24.0,39.0,16.0,59.0,13.0,34.0,32.0,23.0,58.0,32.0,12.0,9.0,54.0,31.0,45.0,44.0,32.0,63.0,31.0,76.0,56.0,38.0,74.0,36.0,52.0,15.0,53.0,16.0,45.0,46.0,64.0,39.0,42.0,42.0,60.0,44.0,30.0,61.0,33.0,24.0,58.0,32.0,40.0,49.0,28.0,62.0,31.0,20.0,26.0,40.0,36.0,35.0,48.0,82.0,45.0,54.0,28.0,30.0,50.0,42.0,67.0,59.0,74.0,27.0,29.0,37.0,38.0,37.0,58.0
2015-10-01,2015-10-01,2015,10,2015-10,14,2079.360107,,,,21.0,25.0,6.0,35.0,38.0,34.0,49.0,33.0,22.0,23.0,56.0,26.0,33.0,13.0,41.0,50.0,36.0,54.0,50.0,5.0,15.0,60.0,36.0,27.0,11.0,14.0,51.0,73.0,66.0,48.0,62.0,27.0,45.0,28.0,8.0,39.0,32.0,35.0,65.0,34.0,70.0,46.0,41.0,35.0,21.0,43.0,11.0,42.0,46.0,17.0,37.0,33.0,43.0,39.0,57.0,6.0,65.0,13.0,33.0,39.0,36.0,36.0,15.0,27.0,81.0,11.0,44.0,52.0,18.0,30.0,55.0,41.0,65.0,18.0,68.0,31.0,36.0,4.0,49.0,37.0,83.0,34.0,65.0,24.0,7.0,59.0,32.0,80.0,60.0,33.0,79.0,46.0,64.0,63.0,35.0,32.0,34.0,16.0,52.0,31.0,21.0,23.0,30.0,16.0,35.0,53.0,72.0,53.0,2.0,5.0,27.0,35.0,19.0,53.0,59.0,76.0,9.0,4.0,49.0,30.0,17.0,6.0,55.0,19.0,51.0,45.0,72.0,32.0,35.0,10.0,73.0,16.0,54.0,33.0,36.0,71.0,33.0,4.0,46.0,44.0,72.0,45.0,19.0,71.0,44.0,40.0,26.0,78.0,53.0,18.0,64.0,62.0,17.0,60.0,24.0,50.0,28.0,24.0,31.0,44.0,77.0,51.0,17.0,17.0,13.0,65.0,43.0,33.0,26.0,64.0,41.0,21.0,47.0,36.0,31.0,59.0,69.0,53.0,21.0,47.0,63.0,30.0,27.0,25.0,39.0,58.0,48.0,45.0,35.0,7.0,16.0,47.0,32.0,84.0,15.0,15.0,46.0,28.0,37.0,38.0,34.0,25.0,13.0,13.0,44.0,54.0,35.0,48.0,27.0,71.0,52.0,43.0,42.0,36.0,42.0,49.0,100.0,45.0,14.0,8.0,68.0,37.0,14.0,30.0,38.0,17.0,57.0,13.0,34.0,30.0,25.0,55.0,28.0,16.0,9.0,58.0,33.0,41.0,42.0,27.0,61.0,32.0,72.0,50.0,38.0,69.0,34.0,49.0,14.0,48.0,16.0,44.0,43.0,60.0,38.0,42.0,41.0,68.0,40.0,31.0,55.0,32.0,22.0,60.0,29.0,37.0,47.0,26.0,56.0,32.0,18.0,26.0,38.0,36.0,34.0,47.0,78.0,45.0,67.0,27.0,27.0,65.0,38.0,61.0,61.0,72.0,26.0,26.0,35.0,38.0,33.0,53.0
2015-11-01,2015-11-01,2015,11,2015-11,14,2080.409912,,,,21.0,27.0,0.0,16.0,29.0,33.0,48.0,32.0,24.0,30.0,53.0,24.0,30.0,13.0,39.0,47.0,34.0,55.0,48.0,3.0,18.0,60.0,48.0,28.0,13.0,16.0,61.0,73.0,61.0,43.0,63.0,28.0,53.0,20.0,10.0,39.0,29.0,34.0,63.0,36.0,62.0,44.0,41.0,28.0,18.0,44.0,14.0,43.0,38.0,22.0,38.0,35.0,52.0,32.0,53.0,9.0,69.0,15.0,31.0,38.0,33.0,37.0,18.0,39.0,85.0,9.0,43.0,62.0,28.0,30.0,54.0,39.0,62.0,38.0,64.0,30.0,36.0,4.0,47.0,33.0,83.0,33.0,67.0,25.0,9.0,57.0,36.0,78.0,57.0,32.0,78.0,35.0,67.0,53.0,33.0,40.0,32.0,17.0,45.0,33.0,20.0,24.0,28.0,16.0,59.0,47.0,71.0,51.0,2.0,6.0,31.0,37.0,21.0,53.0,53.0,72.0,9.0,5.0,46.0,27.0,15.0,6.0,52.0,20.0,54.0,41.0,87.0,32.0,33.0,10.0,72.0,17.0,56.0,33.0,42.0,77.0,37.0,4.0,35.0,32.0,69.0,44.0,19.0,71.0,39.0,40.0,100.0,66.0,50.0,18.0,62.0,55.0,16.0,57.0,24.0,51.0,24.0,24.0,33.0,52.0,58.0,35.0,17.0,17.0,12.0,63.0,50.0,35.0,26.0,67.0,40.0,20.0,44.0,38.0,33.0,58.0,66.0,49.0,18.0,48.0,63.0,34.0,29.0,16.0,33.0,52.0,48.0,37.0,35.0,7.0,12.0,45.0,35.0,79.0,15.0,14.0,46.0,31.0,27.0,38.0,30.0,26.0,16.0,14.0,45.0,55.0,45.0,53.0,30.0,72.0,61.0,45.0,40.0,50.0,45.0,51.0,85.0,47.0,15.0,9.0,22.0,37.0,16.0,99.0,45.0,25.0,61.0,12.0,32.0,29.0,25.0,52.0,30.0,12.0,7.0,59.0,34.0,29.0,36.0,31.0,62.0,32.0,74.0,50.0,36.0,67.0,32.0,49.0,14.0,45.0,14.0,41.0,41.0,57.0,35.0,39.0,44.0,56.0,42.0,29.0,51.0,29.0,21.0,55.0,31.0,37.0,54.0,26.0,59.0,29.0,16.0,23.0,37.0,35.0,32.0,42.0,78.0,45.0,45.0,25.0,25.0,45.0,35.0,57.0,52.0,62.0,24.0,24.0,33.0,33.0,31.0,52.0
2015-12-01,2015-12-01,2015,12,2015-12,14,2043.939941,,,,18.0,21.0,4.0,31.0,46.0,32.0,47.0,30.0,22.0,22.0,47.0,24.0,34.0,12.0,36.0,47.0,30.0,47.0,44.0,4.0,20.0,48.0,51.0,25.0,11.0,14.0,59.0,72.0,52.0,45.0,60.0,21.0,49.0,18.0,9.0,39.0,41.0,30.0,53.0,24.0,60.0,41.0,41.0,29.0,20.0,46.0,12.0,43.0,34.0,15.0,38.0,33.0,38.0,28.0,42.0,4.0,53.0,12.0,28.0,46.0,35.0,35.0,14.0,46.0,82.0,8.0,43.0,48.0,18.0,33.0,43.0,40.0,53.0,19.0,53.0,29.0,23.0,4.0,47.0,31.0,80.0,29.0,70.0,23.0,5.0,45.0,29.0,64.0,56.0,24.0,65.0,31.0,67.0,51.0,36.0,29.0,28.0,19.0,45.0,29.0,19.0,22.0,25.0,17.0,36.0,42.0,73.0,47.0,2.0,3.0,21.0,30.0,24.0,51.0,54.0,69.0,9.0,4.0,41.0,24.0,14.0,5.0,50.0,19.0,68.0,38.0,65.0,44.0,34.0,9.0,77.0,13.0,56.0,31.0,35.0,57.0,33.0,4.0,33.0,31.0,63.0,45.0,19.0,60.0,39.0,41.0,29.0,58.0,53.0,18.0,64.0,46.0,16.0,54.0,25.0,49.0,29.0,22.0,28.0,44.0,50.0,30.0,16.0,15.0,11.0,58.0,41.0,28.0,25.0,62.0,38.0,20.0,40.0,35.0,24.0,48.0,68.0,41.0,17.0,48.0,58.0,26.0,27.0,16.0,33.0,54.0,47.0,35.0,33.0,7.0,12.0,47.0,29.0,79.0,13.0,14.0,43.0,27.0,22.0,32.0,28.0,27.0,15.0,16.0,45.0,59.0,35.0,81.0,25.0,67.0,41.0,41.0,41.0,31.0,42.0,58.0,72.0,50.0,12.0,8.0,22.0,34.0,14.0,45.0,37.0,23.0,52.0,11.0,29.0,29.0,20.0,52.0,27.0,11.0,6.0,57.0,32.0,26.0,34.0,28.0,52.0,25.0,63.0,52.0,37.0,61.0,38.0,47.0,14.0,45.0,13.0,43.0,43.0,58.0,37.0,39.0,41.0,50.0,39.0,29.0,53.0,30.0,21.0,48.0,30.0,35.0,48.0,27.0,51.0,32.0,17.0,25.0,41.0,35.0,36.0,46.0,69.0,42.0,45.0,26.0,24.0,43.0,35.0,53.0,52.0,65.0,26.0,24.0,34.0,34.0,32.0,52.0
2016-01-01,2016-01-01,2016,1,2016-01,15,1940.2399899999998,,,,17.0,20.0,4.0,41.0,22.0,33.0,46.0,33.0,28.0,24.0,57.0,30.0,71.0,17.0,41.0,47.0,35.0,51.0,52.0,4.0,16.0,48.0,36.0,27.0,10.0,13.0,63.0,79.0,50.0,49.0,60.0,19.0,48.0,19.0,9.0,36.0,32.0,32.0,61.0,23.0,61.0,54.0,42.0,24.0,25.0,47.0,12.0,54.0,37.0,16.0,51.0,36.0,42.0,35.0,43.0,4.0,65.0,13.0,31.0,42.0,39.0,100.0,15.0,29.0,81.0,10.0,41.0,78.0,17.0,30.0,41.0,40.0,47.0,17.0,60.0,32.0,37.0,6.0,60.0,40.0,71.0,32.0,72.0,27.0,7.0,48.0,30.0,66.0,63.0,29.0,100.0,35.0,64.0,61.0,38.0,29.0,36.0,19.0,42.0,29.0,22.0,23.0,31.0,22.0,38.0,47.0,76.0,56.0,2.0,4.0,23.0,31.0,25.0,54.0,56.0,73.0,14.0,4.0,45.0,24.0,17.0,6.0,58.0,20.0,58.0,35.0,77.0,27.0,40.0,9.0,83.0,13.0,68.0,33.0,35.0,77.0,36.0,5.0,32.0,33.0,71.0,53.0,19.0,68.0,36.0,52.0,29.0,69.0,48.0,14.0,75.0,51.0,17.0,59.0,24.0,50.0,31.0,26.0,31.0,52.0,62.0,33.0,16.0,15.0,13.0,62.0,50.0,32.0,28.0,62.0,41.0,19.0,44.0,38.0,22.0,44.0,69.0,41.0,20.0,49.0,54.0,23.0,34.0,17.0,30.0,61.0,56.0,42.0,38.0,8.0,14.0,49.0,38.0,78.0,14.0,13.0,47.0,38.0,25.0,34.0,35.0,27.0,17.0,18.0,56.0,75.0,41.0,47.0,28.0,73.0,47.0,43.0,43.0,19.0,47.0,52.0,81.0,49.0,14.0,9.0,26.0,37.0,15.0,25.0,40.0,17.0,58.0,11.0,32.0,28.0,19.0,53.0,29.0,14.0,6.0,52.0,33.0,32.0,38.0,30.0,64.0,34.0,81.0,58.0,41.0,66.0,36.0,46.0,13.0,48.0,15.0,51.0,47.0,59.0,37.0,40.0,48.0,55.0,39.0,30.0,52.0,31.0,21.0,50.0,29.0,34.0,43.0,29.0,46.0,32.0,18.0,23.0,36.0,36.0,31.0,45.0,71.0,43.0,56.0,24.0,25.0,42.0,34.0,52.0,52.0,62.0,25.0,24.0,36.0,37.0,31.0,53.0
