Date,date_time,year,month,month_year,term_year_bush,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,afghanistan,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district of columbia,florida,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new hampshire,new jersey,new mexico,new york,north carolina,north dakota,ohio,oklahoma,oregon,pennsylvania,rhode island,south carolina,south dakota,tennessee,texas,utah,vermont,virginia,washington,west virginia,wisconsin,wyoming
2004-11-01,2004-11-01,2004,11,2004-11,3,100,100,0,33,21,100,67,83,65,56,95,27,36,9,58,70,86,93,34,7,39,77,27,43,66,56,79,60,51,73,85,50,82,27,17,11,55,98,25,78,34,44,70,82,22,28,30,5,71,51,32,73,34,27,24,78,11,74,22,82,31,65,37,22,22,77,11,90,26,29,64,57,57,47,21,78,34,21,6,88,58,77,52,85,43,43,50,53,64,100,61,70,71,62,68,84,53,36,27,84,49,13,77,54,24,75,36,82,50,3,4,22,63,22,68,34,19,14,33,80,45,32,46,65,26,44,42,50,40,23,14,51,22,74,63,25,71,45,7,61,70,88,89,16,58,20,40,21,64,85,29,71,69,33,49,28,66,26,31,48,15,65,69,10,31,32,68,48,16,38,40,22,39,32,21,19,91,40,71,24,13,88,30,36,20,32,72,30,82,87,10,13,52,52,69,25,23,76,42,29,3,66,17,74,57,54,66,67,37,52,85,46,76,76,6,74,54,67,60,23,11,36,38,18,81,35,45,46,29,79,96,19,85,44,61,9,54,59,59,82,26,44,26,72,85,81,79,83,84,47,81,87,71,75,74,86,51,52,85,66,43,66,81,80,85,82,57,82,34,88,65,55,76,90,94,79,86,97,67,78,81,77,82,83,82,86,88,80,60,86,76,82,85
2004-12-01,2004-12-01,2004,12,2004-12,3,82,63,0,23,21,64,51,78,57,43,77,28,37,8,48,67,69,80,17,6,30,60,20,39,53,51,71,56,49,72,78,79,72,21,17,11,48,90,20,62,30,36,61,85,20,30,34,6,69,55,30,66,32,35,33,64,9,66,22,71,34,60,25,23,17,81,13,84,25,8,66,44,56,32,15,75,29,23,6,81,50,77,46,78,38,35,39,51,60,64,52,62,66,65,69,82,52,35,26,76,46,13,66,46,21,80,31,74,48,2,4,18,56,19,55,40,32,14,25,69,40,30,14,58,25,45,35,43,27,22,12,59,21,70,58,25,46,36,6,58,59,83,65,15,41,25,100,19,60,90,19,81,60,28,42,28,60,25,31,38,18,59,77,10,28,28,50,37,15,39,40,23,54,28,20,15,80,38,69,22,15,83,28,46,17,35,58,30,68,74,10,11,96,50,74,25,22,75,44,23,3,59,51,61,68,48,61,35,62,44,78,35,79,74,6,70,62,65,100,22,11,41,34,18,39,37,55,42,29,68,80,16,72,45,71,9,37,52,48,66,24,33,24,68,84,79,78,79,82,47,77,70,70,76,76,80,48,45,83,67,41,66,80,75,79,78,52,79,33,80,66,51,74,83,88,72,82,85,63,80,77,69,73,68,76,81,86,84,59,83,74,78,81
2005-01-01,2005-01-01,2005,1,2005-01,4,58,52,0,16,16,59,39,86,68,52,77,27,68,6,54,73,84,93,27,7,36,59,24,38,25,53,82,63,58,85,80,49,70,22,17,11,52,94,23,77,28,30,68,87,21,40,29,5,91,60,31,91,34,35,33,62,9,76,22,86,32,88,31,27,17,84,11,89,55,15,65,41,54,37,29,76,35,32,8,92,66,78,47,92,43,33,46,54,60,85,62,57,71,62,85,84,57,34,30,87,48,13,73,58,27,74,37,83,84,2,4,18,65,19,62,36,30,14,26,85,40,36,10,73,25,47,40,50,40,22,12,51,17,66,65,27,58,40,7,60,58,96,59,17,64,22,61,20,73,83,21,85,66,25,38,30,65,28,32,37,17,68,37,11,29,30,58,42,15,42,41,20,53,31,17,16,74,45,75,28,16,81,26,80,20,34,69,28,88,86,11,12,71,44,69,28,30,71,50,28,5,74,44,75,93,77,95,27,36,44,100,47,86,83,6,68,60,70,84,29,12,36,38,25,25,43,55,42,18,79,83,17,78,40,25,9,51,50,62,82,27,34,27,74,94,91,88,92,88,49,85,69,83,88,84,90,51,51,89,69,44,72,88,82,84,87,60,87,38,86,71,52,79,89,92,84,76,86,70,83,84,76,84,79,81,91,97,82,65,90,84,83,92
2005-02-01,2005-02-01,2005,2,2005-02,4,66,82,0,20,17,68,49,84,83,100,81,29,86,7,56,95,88,85,35,8,38,69,26,45,38,77,82,76,59,100,84,74,77,23,18,11,53,91,22,88,30,38,65,87,22,38,34,5,82,59,33,79,36,31,24,67,10,87,25,82,30,76,33,20,22,74,14,87,69,20,63,39,55,45,24,95,36,12,8,89,72,78,52,74,38,38,43,53,76,92,64,70,70,67,84,87,59,35,28,91,51,13,72,60,22,70,46,76,76,2,4,20,71,18,60,37,22,16,24,87,42,39,11,72,26,59,45,56,18,25,15,53,27,68,69,36,77,42,7,65,63,91,66,18,58,21,33,20,78,89,27,78,71,39,48,30,68,29,40,46,13,73,57,16,29,30,62,49,17,41,41,23,100,37,22,16,72,47,76,28,16,82,27,96,28,45,75,31,92,88,10,13,65,56,67,30,27,69,45,27,4,78,19,78,85,72,87,54,41,100,95,59,81,84,11,65,61,73,57,28,29,45,44,23,24,49,46,48,18,79,86,16,75,48,22,14,51,49,68,100,26,42,29,75,92,90,88,88,87,49,85,75,86,84,87,92,54,53,92,71,47,75,88,80,85,84,60,89,36,89,70,52,78,92,90,88,89,87,66,81,82,76,91,79,88,91,92,93,66,90,74,98,86
2005-03-01,2005-03-01,2005,3,2005-03,4,96,67,0,23,21,70,44,84,78,72,84,28,77,7,53,91,84,87,30,7,32,76,24,48,22,70,83,67,55,88,82,36,78,23,19,12,52,68,27,92,32,39,68,84,32,36,37,5,72,58,31,74,37,30,26,79,9,78,24,79,27,75,27,20,14,78,11,87,34,23,62,47,59,45,22,85,33,21,8,85,69,77,49,100,35,30,45,50,68,82,57,68,66,69,89,76,60,35,26,91,50,14,76,60,22,60,40,81,67,2,5,20,61,19,60,38,24,14,19,87,42,37,11,70,27,50,41,50,34,24,16,54,76,64,64,39,73,35,7,58,65,90,57,20,63,23,31,21,77,84,37,68,67,30,52,38,85,31,39,48,12,66,39,11,30,28,65,44,17,39,40,30,76,38,21,20,83,45,74,28,17,84,28,87,24,37,66,31,83,81,11,14,64,49,72,27,26,76,40,25,4,75,18,76,70,60,75,45,34,53,77,51,72,78,10,76,76,74,52,25,15,38,38,25,27,47,41,48,16,77,82,16,75,37,22,14,49,53,69,95,27,37,29,77,95,93,89,89,88,49,90,73,86,80,87,94,54,53,93,79,46,73,90,82,86,89,60,95,37,88,69,55,80,93,90,92,88,88,73,85,83,79,93,88,91,90,96,76,65,89,89,90,87
2005-04-01,2005-04-01,2005,4,2005-04,4,83,80,0,29,17,74,49,81,85,59,87,25,90,8,57,79,86,87,32,7,31,78,22,50,46,79,77,60,58,76,84,69,85,24,20,12,53,52,34,91,33,42,63,77,24,35,40,5,67,55,33,75,32,33,24,75,10,78,23,78,33,80,30,17,19,82,11,85,32,28,67,52,61,48,51,79,31,14,9,86,72,80,52,87,40,36,57,51,75,68,55,66,66,70,81,77,58,33,29,96,50,13,66,61,21,69,47,86,68,2,5,21,65,19,59,36,22,14,19,84,39,39,10,70,27,48,42,49,52,24,14,55,27,72,75,31,53,42,6,54,72,88,64,22,56,21,30,20,82,85,30,66,69,31,50,70,86,31,38,46,12,70,54,11,32,28,69,46,18,40,39,26,87,37,21,20,91,39,78,30,17,83,28,100,22,64,52,31,82,77,10,13,61,58,69,27,27,72,38,26,5,76,16,61,63,49,64,27,37,49,85,48,72,73,8,64,71,71,50,21,23,41,38,24,28,47,37,50,17,75,81,16,76,46,23,100,51,54,64,80,27,50,32,78,90,88,96,87,87,49,93,63,81,79,86,96,54,51,95,80,48,75,90,80,85,86,62,92,32,89,62,50,82,91,88,88,89,92,74,84,85,84,91,82,85,90,93,71,68,86,76,88,83
2005-05-01,2005-05-01,2005,5,2005-05,4,72,52,0,19,18,66,44,83,89,52,86,24,39,7,51,85,82,82,23,6,32,55,22,50,28,75,77,60,52,73,80,39,92,26,20,12,56,50,28,87,34,41,69,78,24,33,29,6,67,65,31,68,30,33,36,76,11,85,25,79,34,86,31,20,20,91,14,84,39,29,64,54,59,47,28,85,32,20,11,87,78,80,52,68,37,36,49,52,87,73,56,70,73,99,88,77,63,35,23,88,50,13,63,70,21,56,47,83,64,2,7,23,65,19,58,35,23,13,20,83,42,40,11,69,26,47,44,53,44,26,17,58,20,66,86,30,72,42,7,63,74,91,65,47,65,22,36,19,88,80,33,67,69,30,55,49,100,35,37,51,14,64,56,11,32,28,70,48,17,45,35,24,96,37,21,21,90,39,74,31,16,85,29,89,22,41,68,31,82,77,10,14,57,45,69,26,29,81,46,25,3,78,15,53,62,48,61,41,36,47,89,55,77,79,6,75,69,77,53,23,18,52,45,27,28,47,46,57,18,70,75,17,73,93,26,15,54,64,65,76,27,43,29,77,92,83,93,87,89,49,91,58,80,81,95,86,53,49,91,100,48,82,88,83,85,82,61,91,35,90,62,54,80,88,87,86,78,88,67,88,78,82,87,87,85,91,91,77,65,85,83,82,89
2005-06-01,2005-06-01,2005,6,2005-06,4,35,50,0,7,17,41,39,81,41,34,63,25,36,6,51,84,76,80,30,7,23,46,19,41,38,45,80,67,53,75,74,43,72,20,18,9,54,52,23,76,39,37,64,76,24,29,34,5,64,55,30,59,35,31,38,92,11,75,26,80,32,92,23,16,17,78,11,85,40,12,60,54,54,42,23,67,30,26,13,79,77,79,46,68,31,37,48,42,72,70,54,54,73,90,87,80,65,35,19,84,47,13,55,65,18,59,43,73,60,2,4,20,60,18,58,36,22,14,17,80,38,37,8,62,24,43,39,45,83,23,13,54,22,65,68,31,57,34,5,54,63,99,57,92,55,22,36,20,86,78,29,69,64,28,51,39,72,38,32,42,11,64,53,10,30,28,60,45,19,43,41,22,42,36,18,20,92,41,70,30,15,84,23,60,22,36,60,27,86,70,9,15,59,59,71,29,29,65,33,23,4,70,15,56,55,43,67,44,38,35,85,64,74,78,7,66,53,72,53,24,14,46,36,29,27,30,43,47,16,67,67,16,73,59,22,9,52,45,62,79,30,42,28,80,90,83,90,91,90,48,93,62,77,73,95,88,54,48,92,71,44,83,89,82,87,83,58,88,34,87,60,59,87,92,87,87,79,90,67,91,78,86,87,84,86,88,95,77,65,86,74,86,92
2005-07-01,2005-07-01,2005,7,2005-07,4,25,33,0,6,17,43,38,73,25,22,56,25,35,4,45,80,68,76,16,7,16,36,16,31,19,35,81,65,61,67,62,40,65,21,22,8,52,54,23,68,31,34,65,80,22,30,30,5,71,50,29,57,29,31,32,68,8,78,22,91,33,89,21,16,19,66,12,83,33,9,56,47,55,38,26,59,30,13,13,80,78,75,47,53,35,27,42,43,67,79,53,63,67,70,83,68,100,29,20,89,45,12,58,56,24,68,42,69,52,2,4,21,60,18,57,37,21,13,16,78,36,34,8,67,24,41,38,49,30,21,12,56,21,58,68,29,45,35,6,57,58,93,52,100,52,23,45,18,92,77,23,75,60,27,45,55,69,40,30,39,13,71,33,10,27,27,57,75,17,39,36,23,43,37,17,18,92,46,68,30,16,85,21,43,21,41,65,25,92,69,9,15,61,67,74,23,28,67,29,24,3,66,16,62,63,43,72,31,31,33,65,36,67,71,7,66,52,63,55,27,12,37,41,28,27,33,30,44,16,63,66,14,74,41,20,8,43,39,64,73,24,42,27,79,92,83,89,86,94,49,95,65,81,78,99,91,56,53,92,70,44,93,90,80,92,87,58,91,36,85,62,63,87,86,86,86,92,94,68,92,81,85,87,87,86,92,95,76,66,85,78,92,97
2005-08-01,2005-08-01,2005,8,2005-08,4,23,58,0,6,16,38,29,77,28,21,59,25,39,6,50,77,72,91,22,7,16,36,17,32,18,36,90,70,65,73,68,39,54,20,15,8,54,61,21,78,34,36,71,78,20,27,33,5,64,51,31,57,29,30,35,76,9,73,21,73,37,89,22,20,14,63,11,82,36,13,64,55,56,46,27,60,30,18,11,71,81,75,49,67,31,34,43,39,71,97,53,52,64,65,81,81,57,29,21,93,46,11,47,57,18,72,44,75,48,2,4,20,62,18,57,37,22,13,19,79,43,33,8,56,24,40,41,42,28,22,12,52,22,55,69,27,51,35,6,61,50,83,55,58,59,25,40,19,84,84,100,74,62,23,40,42,68,35,32,43,12,68,45,11,26,30,58,95,18,36,36,23,34,34,23,21,92,46,67,30,17,78,23,40,26,39,58,32,88,77,10,14,65,61,75,26,31,65,27,25,3,64,17,54,58,68,56,60,34,39,63,100,71,77,7,68,50,69,56,24,12,52,37,26,26,40,32,42,16,65,64,18,77,43,25,9,44,39,69,75,24,42,26,85,94,85,92,87,98,50,95,60,80,80,100,94,56,54,100,74,65,90,91,79,94,90,86,93,37,94,62,60,86,93,87,89,80,100,73,95,81,87,90,88,92,94,98,77,66,88,81,91,100
2005-09-01,2005-09-01,2005,9,2005-09,4,40,42,0,12,16,50,31,81,45,39,84,26,35,8,50,71,79,91,16,6,33,58,21,37,22,40,76,64,60,67,78,54,63,19,17,10,54,60,24,74,33,35,65,74,23,24,32,5,63,53,30,55,31,23,24,70,9,73,21,73,32,73,25,16,18,61,12,79,34,14,57,57,55,44,25,64,28,16,8,74,70,70,45,64,32,38,42,46,79,69,57,57,64,64,70,73,58,30,23,88,46,13,60,54,19,65,52,73,54,2,3,20,54,16,55,35,21,12,17,76,37,32,11,59,24,44,36,45,32,21,11,51,19,59,59,26,45,39,5,66,55,91,55,47,55,23,40,18,74,83,24,69,70,23,43,45,67,31,31,35,12,70,49,10,27,28,66,55,17,39,36,21,45,34,18,20,92,42,69,26,17,77,24,44,22,42,58,27,78,76,10,15,56,64,71,27,24,65,28,24,5,67,15,38,51,49,62,18,33,33,67,63,69,68,7,60,55,66,55,24,13,45,37,21,25,25,43,44,16,62,75,16,75,44,25,9,46,40,63,79,25,37,25,82,78,80,92,77,86,45,89,57,70,69,87,86,51,52,93,66,100,74,83,76,87,81,100,86,34,87,57,53,75,85,85,78,81,93,69,83,76,75,82,73,90,100,90,77,61,83,83,81,81
2005-10-01,2005-10-01,2005,10,2005-10,4,54,70,0,21,17,66,43,80,53,46,84,27,35,7,52,66,75,84,17,7,35,64,23,39,34,47,75,66,77,67,82,51,68,22,19,10,55,67,28,83,34,38,65,73,27,27,38,5,67,56,28,65,36,32,34,73,10,71,22,71,29,61,30,17,17,70,13,79,39,22,61,52,55,45,19,71,29,25,6,86,63,72,46,63,34,43,45,49,86,77,54,70,58,71,75,75,53,31,23,89,45,13,55,49,18,59,54,78,61,2,4,22,58,17,57,35,20,13,18,72,35,30,10,64,23,42,43,44,28,22,13,52,21,59,66,27,57,70,6,56,60,91,59,37,59,21,37,20,68,81,31,71,71,25,42,35,69,30,33,46,13,67,38,10,28,26,70,61,18,36,39,36,47,33,24,22,89,38,73,25,17,79,25,49,21,52,51,28,72,74,9,14,65,58,69,25,24,68,32,24,5,63,17,50,68,62,62,34,37,36,65,40,68,72,8,63,69,70,53,26,14,40,40,20,31,40,30,48,14,61,73,20,69,45,22,9,49,42,59,71,27,42,25,77,79,82,85,74,86,45,84,63,73,70,84,82,51,50,90,65,48,70,80,71,82,83,59,88,32,86,58,54,75,81,85,76,87,90,67,83,76,72,80,74,87,86,85,79,60,79,76,79,82
2005-11-01,2005-11-01,2005,11,2005-11,4,76,74,0,23,18,69,40,77,59,52,74,28,35,7,48,64,71,82,26,6,39,73,29,37,41,53,74,59,100,62,79,53,72,22,18,11,49,79,28,76,34,34,62,74,28,28,40,5,67,51,28,61,35,27,25,63,10,70,22,68,27,61,31,17,16,71,10,80,46,16,57,54,57,42,17,70,30,25,6,76,46,69,44,76,35,39,42,50,68,85,53,77,63,85,70,74,57,37,22,84,45,13,60,44,18,58,41,77,56,2,5,20,56,16,50,34,18,12,21,72,36,29,9,65,23,44,47,47,25,21,14,52,17,60,55,28,49,60,6,61,57,87,56,44,70,19,36,20,59,85,34,69,64,26,45,36,86,25,31,42,12,65,38,10,27,26,64,62,17,33,39,26,42,32,21,19,86,38,70,24,17,75,26,56,22,36,60,28,70,76,10,13,63,61,65,26,20,61,49,23,5,57,18,55,55,58,67,48,43,34,70,44,64,74,7,58,59,65,52,30,13,41,45,19,83,38,33,50,14,65,69,22,66,34,19,10,50,42,55,73,28,42,25,70,76,75,79,73,78,39,75,59,64,64,76,76,47,48,87,64,41,62,72,66,77,71,52,76,32,87,60,42,68,73,83,70,72,84,63,75,68,63,73,70,77,83,84,70,58,77,70,69,78
2005-12-01,2005-12-01,2005,12,2005-12,4,87,46,0,14,19,52,39,69,50,39,65,28,36,6,43,64,58,74,21,5,29,55,21,32,15,32,71,61,89,61,64,59,64,20,18,9,46,78,23,58,28,31,55,73,22,27,35,5,57,42,26,59,29,27,29,68,8,56,21,61,29,59,26,19,15,72,9,79,35,16,58,47,48,30,20,69,27,17,5,70,44,67,39,77,32,17,38,44,56,60,45,76,60,72,59,72,52,36,22,79,43,13,52,39,18,80,38,71,50,2,4,17,50,18,49,34,20,14,20,59,37,26,9,58,22,42,41,44,29,21,13,51,16,58,50,28,46,44,5,46,56,82,56,43,51,20,35,22,54,89,27,69,55,30,43,32,63,29,32,40,13,56,57,11,24,23,48,48,17,36,37,25,37,29,19,17,75,35,65,20,16,70,25,45,17,34,50,26,63,68,9,12,60,54,68,24,21,70,32,19,4,51,17,50,65,45,58,31,62,32,73,36,66,66,7,58,45,71,52,22,14,33,34,16,36,36,29,42,14,60,64,16,64,34,25,9,36,39,44,67,26,35,21,64,78,74,77,70,81,38,74,53,64,67,76,74,45,47,85,57,39,64,71,62,72,71,48,77,33,82,59,43,66,76,83,68,76,79,61,77,65,60,67,67,71,80,84,76,53,74,70,71,75
2006-01-01,2006-01-01,2006,1,2006-01,5,52,40,0,12,17,59,50,76,60,35,63,32,66,6,53,71,71,88,34,5,32,60,22,34,31,36,82,67,90,73,73,52,65,22,19,9,50,86,25,75,27,34,61,80,22,38,37,4,80,47,27,70,33,25,26,63,8,67,21,72,31,77,30,18,15,73,11,87,48,17,64,44,51,34,20,71,31,18,8,83,64,73,50,76,36,27,40,51,64,82,50,66,65,62,80,79,58,36,26,88,44,13,60,52,24,71,40,74,57,2,3,18,54,18,51,35,18,16,16,75,41,33,13,70,23,43,42,49,33,20,14,55,19,64,62,27,62,57,5,53,56,90,53,39,65,19,46,21,70,81,26,86,63,24,41,37,70,31,35,40,13,74,31,10,25,25,55,43,17,37,41,25,38,34,18,16,72,41,69,26,19,81,27,45,18,36,61,27,82,78,10,12,75,50,64,33,24,63,30,23,3,65,18,75,83,70,85,44,35,31,90,51,66,73,7,56,53,68,55,28,15,38,40,20,22,39,33,39,16,61,67,16,69,44,22,10,47,38,57,78,27,39,24,73,93,80,85,74,84,41,78,55,79,78,83,81,51,49,86,67,42,71,76,65,76,73,53,84,36,82,65,46,69,84,79,77,75,86,71,81,69,66,78,71,81,91,96,77,60,78,100,78,82
2006-02-01,2006-02-01,2006,2,2006-02,5,64,57,0,15,21,63,50,76,71,43,68,31,82,6,55,78,72,78,21,6,35,66,27,39,28,40,76,65,71,67,76,53,70,22,20,10,48,73,26,78,28,36,58,76,23,35,36,5,71,56,27,71,37,26,24,59,9,72,22,69,29,75,27,17,15,68,13,81,62,22,64,37,52,40,22,73,32,23,8,79,62,72,100,92,38,30,39,50,69,70,50,60,68,65,72,84,59,33,26,85,48,13,62,52,23,93,43,91,57,3,4,19,56,18,52,35,20,18,17,76,37,42,15,69,23,46,43,52,32,20,15,51,17,58,72,28,51,43,6,60,62,90,58,32,62,21,43,21,75,82,34,78,64,30,47,31,70,27,34,50,12,72,37,10,25,24,58,49,19,40,38,25,40,36,31,17,68,43,67,25,19,81,29,51,21,39,63,31,83,76,11,13,76,53,68,29,23,68,33,23,3,64,16,58,78,56,72,58,35,37,70,46,74,75,8,56,61,73,51,25,13,41,42,21,22,36,38,52,14,61,68,15,70,34,21,10,47,40,62,81,32,40,27,71,82,80,85,74,81,41,79,55,72,72,80,82,52,50,84,69,44,66,75,65,74,73,55,88,36,85,62,44,67,81,76,75,83,86,68,76,69,67,80,81,80,83,89,75,57,80,76,75,87
2006-03-01,2006-03-01,2006,3,2006-03,5,63,61,0,17,18,68,51,75,60,47,72,29,70,6,59,84,72,81,34,6,39,69,29,41,24,41,75,65,66,64,81,46,71,25,18,12,49,60,27,88,31,35,61,71,23,35,61,5,65,90,27,65,43,31,31,66,10,71,21,71,32,71,27,17,17,69,13,76,43,20,57,47,54,43,20,79,30,36,8,80,66,68,45,77,41,33,42,45,83,58,53,71,62,67,76,75,59,33,26,85,48,15,55,55,21,78,42,82,61,2,6,20,55,17,51,35,19,16,17,80,37,35,11,71,22,43,41,52,39,22,14,50,20,65,66,26,69,53,6,50,63,89,55,30,69,22,37,22,74,79,33,79,66,28,48,30,74,38,36,45,13,67,51,10,27,25,62,50,18,34,42,22,41,38,24,19,77,40,68,28,18,77,26,48,21,40,55,27,83,72,10,15,71,72,66,26,23,66,35,23,5,65,16,61,69,50,70,35,33,38,77,53,66,69,7,55,67,68,52,28,14,44,40,22,23,42,44,48,15,54,65,17,66,38,20,9,52,42,60,73,30,38,25,72,81,80,83,73,82,40,82,60,75,77,81,83,51,48,89,68,43,69,76,66,76,74,53,87,36,84,62,43,69,83,76,76,83,84,69,78,67,66,82,89,84,85,93,64,57,76,69,74,82
2006-04-01,2006-04-01,2006,4,2006-04,5,60,68,0,18,19,58,42,70,62,42,72,27,89,6,57,70,69,77,31,6,43,58,24,42,21,40,74,58,68,63,74,44,70,23,17,10,49,46,28,77,31,38,58,62,23,28,37,5,63,56,25,60,33,29,28,65,11,70,22,65,28,71,27,18,16,66,11,75,42,21,64,49,54,40,22,69,27,10,9,71,65,68,40,81,38,27,41,44,67,70,48,56,59,61,72,63,59,31,20,85,46,13,53,54,17,62,39,78,70,2,5,18,57,16,52,34,20,21,16,71,37,35,9,66,22,42,44,44,33,21,11,52,20,63,59,28,64,46,5,51,58,86,59,28,59,20,38,21,72,82,23,65,60,21,47,31,84,47,36,44,13,99,43,15,26,23,59,48,17,34,38,22,37,37,24,20,89,36,66,27,19,75,25,54,20,56,44,26,74,70,9,14,62,69,67,28,24,69,35,21,3,65,16,42,53,51,61,40,32,39,81,37,62,62,6,56,62,62,49,27,14,38,40,25,26,38,34,50,15,56,64,15,65,35,19,12,44,44,55,66,24,37,24,74,80,80,88,77,82,39,85,61,77,74,82,81,50,51,90,71,42,68,79,67,75,76,55,86,37,84,59,41,71,78,77,74,85,87,68,79,69,71,77,78,84,84,90,65,57,76,70,73,81
2006-05-01,2006-05-01,2006,5,2006-05,5,54,51,0,12,18,54,45,70,62,42,74,26,37,7,51,76,68,77,28,6,45,59,26,48,14,27,70,60,76,61,70,29,72,23,21,10,49,39,45,79,34,42,60,63,22,28,33,5,60,62,27,54,29,27,26,78,12,68,24,66,31,83,29,18,17,69,11,73,41,17,56,49,54,46,35,80,29,21,12,72,70,74,42,70,33,100,46,41,77,66,56,64,62,67,91,80,61,29,23,79,53,15,53,61,18,52,44,71,64,2,6,20,61,17,50,34,22,19,15,73,37,36,14,67,22,41,40,44,29,22,14,51,17,62,75,27,63,43,6,52,70,92,62,25,61,20,42,21,81,74,23,64,64,28,57,50,82,75,34,40,12,90,49,10,26,23,63,48,17,38,35,21,42,38,21,23,76,35,70,31,18,84,26,52,22,41,54,28,76,67,10,16,64,55,65,24,24,64,40,21,3,67,16,51,54,47,60,40,33,42,95,40,66,67,6,56,56,68,50,36,23,88,49,26,25,36,32,46,16,59,62,15,64,36,18,11,50,49,56,64,22,38,25,69,79,72,85,72,81,38,81,50,68,69,85,75,47,47,82,91,41,72,74,64,74,71,51,79,36,78,55,45,70,78,73,72,79,83,65,78,65,69,74,78,78,81,88,63,56,73,66,74,79
2006-06-01,2006-06-01,2006,6,2006-06,5,27,39,0,6,16,38,43,71,32,29,55,23,34,6,55,76,66,75,37,6,41,45,22,34,8,27,75,59,56,63,62,21,52,20,19,9,49,44,100,68,50,35,62,62,21,26,30,4,60,48,26,48,31,40,24,63,10,58,36,63,27,88,23,16,14,60,11,74,42,16,47,47,47,39,16,69,41,22,15,65,69,92,39,62,29,71,69,34,70,82,76,58,56,52,75,62,66,25,21,81,75,41,46,53,17,50,39,66,55,2,5,17,54,15,46,33,19,18,15,71,35,40,50,66,23,38,38,42,34,27,12,51,13,56,60,26,47,40,5,53,51,87,60,23,49,20,35,19,80,71,24,67,66,22,42,32,68,100,29,39,12,80,29,9,32,22,57,35,16,34,36,19,39,35,17,43,76,37,81,45,17,81,22,34,20,42,56,34,75,63,9,34,62,44,67,28,24,56,44,19,4,68,16,44,51,62,63,45,35,29,65,40,85,75,6,51,40,56,47,100,100,42,100,43,23,25,41,42,27,50,54,15,68,32,18,8,47,35,57,70,20,39,20,71,82,72,86,74,86,41,89,51,67,67,86,75,50,48,88,63,40,81,78,63,81,73,50,80,37,76,56,46,74,81,74,76,70,87,66,82,66,71,78,79,77,84,92,67,57,72,65,77,85
